Centro;Emplazamiento;Denominación
1000;Q050530046;ES.CC.QUÍMICAS AULA 307
1000;Q050530047;ES.CC.QUÍMICASLAB.ANÁLISIS.INSTRUMENTAL
1000;Q050530048;ES.CC.QUÍMICASLB.NANOTCNOLOG.NANOCIENC.
1000;Q050530049;ES.CC.QUÍMICASLAB. SIMULACIÓN AMBIENTAL
1000;Q050530050;ES.CC.QUÍMICAS AULA 105
1000;Q050530051;ES.CC.QUÍMICAS AULA 106
1000;Q050530052;ES.CC.QUÍMICASLAB.ELECTROQUÍMICA
1000;Q050530053;ES.CC.QUÍMICAS PASILLOS Y HALLS PISO 1
1000;Q050530054;ES.CC.QUÍMICAS PASILLOS Y HALLS PISO 2
1000;Q050530055;ES.CC.QUÍMICAS PASILLOS Y HALLS PISO 3
1000;Q050530056;ES.CC.QUÍMICASCUB. PROF. 1 P1
1000;Q050530057;ES.CC.QUÍMICASCUB. PROF. 2 P1
1000;Q050530058;ES.CC.QUÍMICASCUB. PROF. 3 P1
1000;Q050530059;ES.CC.QUÍMICASCUB. PROF. 4 P1
1000;Q050530060;ES.CC.QUÍMICASCUB. PROF. 5 P1
1000;Q050530061;ES.CC.QUÍMICASCUB. PROF. 6 P1
1000;Q050540001;CESAQ DIRECCION
1000;Q050540002;CESAQ OF. GESTION
1000;Q050540003;CESAQ RECEPCION
1000;Q050540004;CESAQ LAB. RUIDO
1000;Q050540005;CESAQ LAB. DE AGUAS
1000;Q050540006;CESAQ LAB. DE DIGESTION ACIDA
1000;Q050540007;CESAQ SALA DE LAVADO
1000;Q050540008;CESAQ SALA DE MUESTRAS
1000;Q050540009;CESAQ PASILLOS Y HALLS
1000;Q050540010;CESAQ BAÑOS
1000;Q050540011;CESAQ BODEGAS
1000;Q050540012;CESAQ DIRECCION
1000;Q050540013;CESAQ ARCHIVO
1000;Q050540014;CESAQ SALA DE BALANZAS
1000;Q050540015;CESAQ TERRAZA
1000;Q050540016;CESAQ VIENEN DE LA CIA 300
1000;Q050541001;ÁREA.ADMINISTRATIVA.ASISTENTES
1000;Q050541002;ÁREA.ADMINISTRATIVA BAÑO PLANTA ALTA
1000;Q050541003;ÁREA.ADMINISTRATIVA CONTABILIDAD
1000;Q050541004;ÁREA.ADMINISTRATIVA DIRECCIÓN GENERAL
1000;Q050541005;ÁREA.ADMINISTRATIVADIREC.GEST.FINANZAS
1000;Q050541006;ÁREA.ADMINISTRATIVA DIRECCIÓN TÉCNICA
1000;Q050541007;ÁREA.ADMINISTRATIVA GARAGE
1000;Q050541008;ÁREA.ADMINISTRATIVARECEP.MUESTRAS
1000;Q050541009;ÁREA.ADMINISTRATIVA RECURSOS HUMANOS
1000;Q050541010;ÁREA.ADMINISTRATIVA SALA DE REUNIONES
1000;Q050541011;ÁREA.ADMINISTRATIVA SERVICIO AL CLIENTE
1000;Q050541012;ÁREA.ADMINISTRATIVASERV.CILENTE(HALL)
1000;Q050541013;ÁREA.ADMINISTRATIVA BAÑO PLANTA BAJA
1000;Q050541014;ÁREA.ADMINISTRATIVARECEPCIÓN
1000;Q050541015;ÁREA.ADMINISTRATIVAPASILLOS Y HALLS P1
1000;Q050541016;ÁREA.ADMINISTRATIVABAÑOS MUJERES P1
1000;Q050541017;ÁREA.ADMINISTRATIVABODEGAS
1000;Q050541018;ÁREA.ADMINISTRATIVADIRECCIÓN
1000;Q050542001;ÁREA TÉCNICALAB.AGUAS Y SUELOS
1000;Q050542002;ÁREA TÉCNICALAB.AGUAS.SUELOS.(AA)
1000;Q050542003;ÁREA TÉCNICALAB.AGUAS Y SUELOS (CI)
1000;Q050542004;ÁREA TÉCNICALAB.AGUAS Y SUELOS (HALL)
1000;Q050542005;ÁREA TÉCNICALAB. AGUAS Y SUELOS (HPLC)
1000;Q050542006;ÁREA TÉCNICALAB.RUIDO Y EMISIONES
1000;Q050542007;ÁREA TÉCNICALAB.RUIDO.Y.EMISIONES (GC)
1000;Q050542008;ÁREA TÉCNICA SALA DE LAVADO
1000;Q050542009;ÁREA TÉCNICA TOMA DE MUESTRA
1000;Q050542010;ÁREA TÉCNICA TOMA DE MUESTRA (HALL)
1000;Q050542011;ÁREA TÉCNICA CUARTO FRÍO
1000;Q050542012;ÁREA TÉCNICA BODEGA REACTIVOS
1000;Q050542013;ÁREA TÉCNICA SALA DE BALANZAS
1000;Q050542014;ÁREA TÉCNICA SALA DE REACTIVOS
1000;Q050600001;FAC.ECL.CC.FIL.TEOL DECANATO 108
1000;Q050600002;FAC.ECL.CC.FIL.TEOL SECRETARÍA DECANATO
1000;Q050600003;FAC.ECL.CC.FIL.TEOL SUBDECANATO 106
1000;Q050600004;FAC.ECL.CC.FIL.TEOLSALA.REUNIONES.109
1000;Q050600005;FAC.ECL.CC.FIL.TEOLSECRET.FACULTAD.102
1000;Q050600006;FAC.ECL.CC.FIL.TEOLOFI.PROFESORES 201
1000;Q050600007;FAC.ECL.CC.FIL.TEOLOFI.PROFESORES 202
1000;Q050600008;FAC.ECL.CC.FIL.TEOLOFI.PROFESORES 203
1000;Q050600009;FAC.ECL.CC.FIL.TEOLOFI.PROFESORES 204
1000;Q050600010;FAC.ECL.CC.FIL.TEOLOFI.PROFESORES 205
1000;Q050600011;FAC.ECL.CC.FIL.TEOLOFI.PROFESORES 206
1000;Q050600012;FAC.ECL.CC.FIL.TEOLOFI.PROFESORES 207
1000;Q050600013;FAC.ECL.CC.FIL.TEOLAUD.PABLO MUÑOZ VEGA
1000;Q050600014;FAC.ECL.CC.FIL.TEOL CAFETERÍA 110
1000;Q050600015;FAC.ECL.CC.FIL.TEOLSECRET.ABOGADO.101
1000;Q050600016;FAC.ECL.CC.FIL.TEOL BAÑOS
1000;Q050600017;FAC.ECL.CC.FIL.TEOLSALA.AUDIOVISUALES
1000;Q050600018;FAC.ECL.CC.FIL.TEOLSALA.MÁQ.(RACKS).208
1000;Q050600019;FAC.ECL.CC.FIL.TEOLOFI.PROFESORES 210
1000;Q050600020;FAC.ECL.CC.FIL.TEOLACD.ECUAT.HIST.ECLES
1000;Q050600021;FAC.ECL.CC.FIL.TEOL AULA 006
1000;Q050600022;FAC.ECL.CC.FIL.TEOL AULA 013
1000;Q050600023;FAC.ECL.CC.FIL.TEOL AULA 102
1000;Q050600024;FAC.ECL.CC.FIL.TEOL AULA 108
1000;Q050600025;FAC.ECL.CC.FIL.TEOLOFI.PROFESORES.211
1000;Q050600026;FAC.ECL.CC.FIL.TEOL BODEGA 209
1000;Q050600027;FAC.ECL.CC.FIL.TEOL ASOCIACIÓN ESCUELA
1000;Q050600028;FAC.ECL.CC.FIL.TEOL AULA 004
1000;Q050600029;FAC.ECL.CC.FIL.TEOL AULA 008
1000;Q050600030;FAC.ECL.CC.FIL.TEOL AULA 009
1000;Q050600031;FAC.ECL.CC.FIL.TEOL AULA 012
1000;Q050600032;FAC.ECL.CC.FIL.TEOL AULA 014
1000;Q050600033;FAC.ECL.CC.FIL.TEOL AULA 112
1000;Q050600034;FAC.ECL.CC.FIL.TEOL AULA 113
1000;Q050600035;FAC.ECL.CC.FIL.TEOL AULA 211
1000;Q050600036;FAC.ECL.CC.FIL.TEOL AULA 011
1000;Q050600037;FAC.ECL.CC.FIL.TEOL AULA 007
1000;Q050600038;FAC.ECL.CC.FIL.TEOL AULA 111
1000;Q050600039;FAC.ECL.CC.FIL.TEOL AULA 116
1000;Q050600040;FAC.ECL.CC.FIL.TEOL PASILLOS Y HALLS PB
1000;Q050600041;FAC.ECL.CC.FIL.TEOL SALA DE PROFESORES
1000;Q050600042;FAC.ECL.CC.FIL.TEOLPASILLOS.HALLS.P1
1000;Q050610001;ES.SAGRADA.TEOLOGÍADIR.ESC.TEOLOGÍA
1000;Q050610002;ES.SAGRADA.TEOLOGÍABODEG.COORD.CULTURA
1000;Q050610003;ES.SAGRADA.TEOLOGÍAPASILLS.HALLS.INT.PB
1000;Q050610004;ES.SAGRADA.TEOLOGÍA CAFETERÍA
1000;Q050610005;ES.SAGRADA.TEOLOGÍA AUDITORIO
1000;Q050610006;ES.SAGRADA.TEOLOGÍA AULAS
1000;Q050610007;ES.SAGRADA.TEOLOGÍA BODEGA 1
1000;Q050610008;ES.SAGRADA.TEOLOGÍA BODEGA 2
1000;Q050610009;ES.SAGRADA.TEOLOGÍAPASILLS.HALLS.INT.P1
1000;Q050610010;ES.SAGRADA.TEOLOGÍA BAÑOS
1000;Q050610011;ES.SAGRADA.TEOLOGÍA SALA DE SESIONES
1000;Q050610012;ES.SAGRADA.TEOLOGÍA AUDIOVISUALES
1000;Q050610013;ES.SAGRADA.TEOLOGÍA SECRETARÍA
1000;Q050620001;ESC.FILOSOFÍADIR.ESCUELA.FILOSOFÍA
1000;Q050620002;ESC.FILOSOFÍAOF.MIMEÓGRAFO.OFC.1
1000;Q050620003;ESC.FILOSOFÍA SECRETARÍA
1000;Q050620004;ESC.FILOSOFÍAPROY.RECICLAJE.PROAMBIENT
1000;Q050620005;ESC.FILOSOFÍACONSULT.FILOSOFICO.GRATUIT
1000;Q050620006;ESC.FILOSOFÍA OFICINA DE PROFESORES
1000;Q050620007;ESC.FILOSOFÍA CENTRO DE DOCUMENTACION
1000;Q050630001;ESC.CC.RELIGIOSAS NO USAR
1000;Q050630002;ESC.CC.RELIGIOSAS NO USAR
1000;Q050630003;ESC.CC.RELIGIOSAS NO USAR
1000;Q050630004;ESC.CC.RELIGIOSAS NO USAR
1000;Q050700001;FAC.ECONOMÍA DECANATO
1000;Q050700002;FAC.ECONOMÍA OFICINA DE SECRETARIO
1000;Q050700003;FAC.ECONOMÍA SUBDECANATO
1000;Q050700004;FAC.ECONOMÍA SECRETARÍA
1000;Q050700005;FAC.ECONOMÍA SALA DE REUNIONES
1000;Q050700006;FAC.ECONOMÍA SALA DE PROFESORES
1000;Q050700007;FAC.ECONOMÍA AULA 205
1000;Q050700008;FAC.ECONOMÍA OFICINA 206
1000;Q050700009;FAC.ECONOMÍA OFICINA 207
1000;Q050700010;FAC.ECONOMÍA OFICINA 208
1000;Q050700011;FAC.ECONOMÍA OFICINA 209
1000;Q050700012;FAC.ECONOMÍA OFICINA 210
1000;Q050700013;FAC.ECONOMÍA OFICINA 211
1000;Q050700014;FAC.ECONOMÍA OFICINA 212
1000;Q050700015;FAC.ECONOMÍA OFICINA 213
1000;Q050700016;FAC.ECONOMÍA OFICINA 214
1000;Q050700017;FAC.ECONOMÍA OFICINA 215
1000;Q050700018;FAC.ECONOMÍA AUDITORIO ALFONSO BORRERO
1000;Q050700019;FAC.ECONOMÍA AULA SEMINARIOS
1000;Q050700020;FAC.ECONOMÍA SALA DE GRADOS
1000;Q050700021;FAC.ECONOMÍA AULA
1000;Q050700022;FAC.ECONOMÍA ARCHIVO
1000;Q050700023;FAC.ECONOMÍA PASILLOS Y HALLS
1000;Q050700024;FAC.ECONOMÍA BAÑOS Y BODEGA
1000;Q050700025;FAC.ECONOMÍA COORDINACIÓN ACADÉMICA
1000;Q050700026;FAC.ECONOMÍAUNID.INDICADORES.COYUNT.204
1000;Q050700027;FAC.ECONOMÍA BODEGA TORRE II
1000;Q050700028;FAC.ECONOMÍA LIBRE
1000;Q050700029;FAC.ECONOMÍACOORD.CONSULTORIA OF.217
1000;Q050700030;FAC.ECONOMÍA LIBRE
1000;Q050700031;FAC.ECONOMÍA AULA DE COMPUTO
1000;Q050700032;FAC.ECONOMÍA CUBICULO PROFESORES
1000;Q050700033;FAC.ECONOMÍA PASILLO Y HALLS
1000;Q050700034;FAC.ECONOMÍA CAMERINOS AUDITORIO
1000;Q050700035;FAC.ECONOMÍAAULAS 301 A 310 Y 401 A 410
1000;Q050700036;FAC.ECONOMÍA DIPLOMADO SUPERIOR EN DHD
1000;Q050700037;FAC.ECONOMÍA SALA DE LECTURA
1000;Q050700038;FAC.ECONOMÍA PROYECTO UNIRCOOP OF.216
1000;Q050700039;FAC.ECONOMÍA COORDINACIÓN DOCENTE
1000;Q050800001;FA.ENFERMERÍA CONSEJO DE FACULTAD
1000;Q050800002;FA.ENFERMERÍA DECANATO
1000;Q050800003;FA.ENFERMERÍA SECRETARIA DE DECANATO
1000;Q050800004;FA.ENFERMERÍA SUBDECANATO
1000;Q050800005;FA.ENFERMERÍAPOSTGRAD.ADMINIST.SALUD
1000;Q050800006;FA.ENFERMERÍA SALA DE DOCENTES
1000;Q050800007;FA.ENFERMERÍA OFICINA 715
1000;Q050800008;FA.ENFERMERÍA OFICINA 716
1000;Q050800009;FA.ENFERMERÍA OFICINA 717
1000;Q050800010;FA.ENFERMERÍA OFICINA 718
1000;Q050800011;FA.ENFERMERÍA OFICINA 721
1000;Q050800012;FA.ENFERMERÍA OFICINA 722
1000;Q050800013;FA.ENFERMERÍA OFICIAN 724
1000;Q050800014;FA.ENFERMERÍA ARCHIVO
1000;Q050800015;FA.ENFERMERÍA AULAS
1000;Q050800016;FA.ENFERMERÍA PASILLOS Y HALLS
1000;Q050800017;FA.ENFERMERÍA BAÑOS
1000;Q050800018;FA.ENFERMERÍA LABORATORIO
1000;Q050800019;FA.ENFERMERÍA BODEGA
1000;Q050800020;FA.ENFERMERÍACENTR.INVESTIG.OFI.1-2
1000;Q050800021;FA.ENFERMERÍA BODEGA DE LENCERÍA 901
1000;Q050800022;FA.ENFERMERÍA BODEGA EQUIPO CLÍNICO
1000;Q050800023;FA.ENFERMERÍA CENTRO DOCUMENTACIÓN
1000;Q050800024;FA.ENFERMERÍA SECRETARIA DE FACULTAD
1000;Q050800025;FA.ENFERMERÍA SALA DE ESPERA
1000;Q050800026;FA.ENFERMERÍA CITE
1000;Q050800027;FA.ENFERMERÍA QUIROFANO
1000;Q050800028;FA.ENFERMERÍA PUCE-CARE-ASME-CX
1000;Q050800029;FA.ENFERMERÍA BODEGA OF.906
1000;Q050800030;FA.ENFERMERÍA BODEGA 9NO PISO
1000;Q050800031;FA.ENFERMERÍA BODEGA SUBSUELO
1000;Q050800032;FA.ENFERMERÍA SALA DE REUNIONES
1000;Q050800033;FA.ENFERMERÍALAB.CLINICO.QUIRURG.913
1000;Q050800034;FA.ENFERMERÍA SECRETARIA - ABOGADO
1000;Q050800035;FA.ENFERMERÍA LAB. NUTRICION DIETETICA
1000;Q050800036;FA.ENFERMERÍA LAB. DE TERAPIA FISICA
1000;Q050800037;FA.ENFERMERÍALAB.BROMATOLOG.HOSP.METROP
1000;Q050800038;FA.ENFERMERÍA SALA DE GRADOS
1000;Q050800039;FA.ENFERMERÍALAB.ALIMENTOS(HOSP.METROP)
1000;Q050800040;FA.ENFERMERÍA CUBICULOS PROFESORES
1000;Q050800041;FA.ENFERMERÍA CAFETERIA
1000;Q050800042;FA.ENFERMERÍA AULA 104
1000;Q050800043;FA.ENFERMERÍA AULA 901
1000;Q050800044;FA.ENFERMERÍA AULA 902
1000;Q050800045;FA.ENFERMERÍA AULA 904
1000;Q050800046;FA.ENFERMERÍA AULA 905
1000;Q050800047;FA.ENFERMERÍALAB. ENFERMERIA BASICA 908
1000;Q050800048;FA.ENFERMERÍA AULA 910
1000;Q050800049;FA.ENFERMERÍA AULA 912
1000;Q050800050;FA.ENFERMERÍA AULA 901
1000;Q050800051;FA.ENFERMERÍALAB.ENTRENAMIENTO 1
1000;Q050800052;FA.ENFERMERÍALAB.ENTRENAMIENTO 2
1000;Q050800053;FA.ENFERMERÍASEC.METROP.SALUD.LAB.ALIMT
1000;Q050800054;FA.ENFERMERÍA AULA 106
1000;Q050800055;FA.ENFERMERÍA AULA 404 NH1
1000;Q050800056;FA.ENFERMERÍA AULA 405 NH2
1000;Q050800057;FA.ENFERMERÍA AULA 608
1000;Q050800058;FA.ENFERMERÍA AULA 906
1000;Q050800059;FA.ENFERMERIA AULA TERAPIA FISICA 908
1000;Q050800060;FA.ENFERMERÍA AULA 911
1000;Q050800061;FA.ENFERMERÍA AULA 903
1000;Q050800062;FA.ENFERMERÍA COCINA Y BAÑOS
1000;Q050800063;FA.ENFERMERÍALAB.CLINIC.QUIRURG.914
1000;Q050800064;FA.ENFERMERÍA AULA 915
1000;Q050800065;FA.ENFERMERÍA LAB. MATERNO INFANTIL 912
1000;Q050800066;FA.ENFERMERÍALAB.SIMULACIÓN.ED.PROF.
1000;Q050800067;FAV. ENFERMARÍA LAB. MORFOFISIOLOGIA
1000;Q050800068;BODEGA DE DESECHOS QUIMICOS PELIGROSOS
1000;Q050900001;FAC.INGENIERÍA DECANATO
1000;Q050900002;FAC.INGENIERÍA SECRETARÍA DE DECANATO
1000;Q050900003;FAC.INGENIERÍA SALA DE SESIONES
1000;Q050900004;FAC.INGENIERÍA SUBDECANATO
1000;Q050900005;FAC.INGENIERÍA SECRETARÍA FACULTAD
1000;Q050900006;FAC.INGENIERÍA OFICINA DE SECRETARIO
1000;Q050900007;FAC.INGENIERÍA ARCHIVO SECRETARÍA
1000;Q050900008;FAC.INGENIERÍA ARCHIVO BODEGA
1000;Q050900009;FAC.INGENIERÍA PASILLOS Y HALLS
1000;Q050900010;FAC.INGENIERÍA BAÑOS
1000;Q050900011;FAC.INGENIERÍA AULA 408
1000;Q050900012;FAC.INGENIERÍA AULA 409
1000;Q050900013;FAC.INGENIERÍA AULA 501
1000;Q050900014;FAC.INGENIERÍA AULA 301
1000;Q050900015;FAC.INGENIERÍA AULA 304
1000;Q050900016;FAC.INGENIERÍA AULA 306
1000;Q050900017;FAC.INGENIERÍA AULA 309
1000;Q050900018;FAC.INGENIERÍA AULA 310
1000;Q050900019;FAC.INGENIERÍA AULA 312
1000;Q050900020;FAC.INGENIERÍA AULA 313
1000;Q050900021;FAC.INGENIERÍA AULA 19
1000;Q050900022;FAC.INGENIERÍA AULA 410
1000;Q050900023;FAC.INGENIERÍA AULA 411
1000;Q050900024;FAC.INGENIERÍA AULA 412
1000;Q050900025;FAC.INGENIERÍA AULA 413
1000;Q050900026;FAC.INGENIERÍA AULA 503
1000;Q050900027;FAC.INGENIERÍA AULA 504
1000;Q050900028;FAC.INGENIERÍA AULA 505
1000;Q050900029;FAC.INGENIERÍA AULA 506
1000;Q050900030;FAC.INGENIERÍA AULA 508
1000;Q050900031;FAC.INGENIERÍA AULA 509
1000;Q050900032;FAC.INGENIERÍA BODEGA
1000;Q050900033;FAC.INGENIERÍA AULA 510
1000;Q050900034;FAC.INGENIERÍA AULA 511
1000;Q050900035;FAC.INGENIERÍA AULA 512
1000;Q050900036;FAC.INGENIERÍA AULA 513
1000;Q050900037;FAC.INGENIERÍA AULA 601
1000;Q050900038;FAC.INGENIERÍA AULA 605
1000;Q050900039;FAC.INGENIERÍA AULA 606
1000;Q050900040;FAC.INGENIERÍA AULA 607
1000;Q050900041;FAC.INGENIERÍA AULA 608
1000;Q050900042;FAC.INGENIERÍACOORD.MAESTRÍA #603
1000;Q050900043;FAC.INGENIERÍAOFI.(DIRECCIÓN,VERIFICAR)
1000;Q050900044;FAC.INGENIERÍA AULA 302
1000;Q050900045;FAC.INGENIERÍA SALA DE PROFESORES
1000;Q050900046;FAC.INGENIERÍA CUBICULO 1
1000;Q050900047;FAC.INGENIERÍAPROY.REESTRUCTURACIÓN.CUB
1000;Q050900048;FAC.INGENIERÍA CUBICULO 3
1000;Q050900049;FAC.INGENIERÍA CUBICULO 4
1000;Q050900050;FAC.INGENIERÍA CUBICULO 5
1000;Q050900051;FAC.INGENIERÍA CUBICULO 6
1000;Q050900052;FAC.INGENIERÍA CUBICULO 7
1000;Q050900053;FAC.INGENIERÍA CUBICULO 8
1000;Q050900054;FAC.INGENIERÍA CUBICULO 9
1000;Q050900055;FAC.INGENIERÍA CUBICULO 10
1000;Q050900056;FAC.INGENIERÍA CUBICULO 11
1000;Q050900057;FAC.INGENIERÍA SALA DE GRADOS
1000;Q050900058;FAC.INGENIERÍA AULAS 1-5
1000;Q050900059;FAC.INGENIERÍA AULAS 101- 109
1000;Q050900060;FAC.INGENIERÍA BAÑOS
1000;Q050900061;FAC.INGENIERÍA LABORATORIO NO. 1
1000;Q050900062;FAC.INGENIERÍALAB.NO. 2.CIRC.LÓGICOS
1000;Q050900063;FAC.INGENIERÍA LABORATORIO NO. 3
1000;Q050900064;FAC.INGENIERÍAPASILLO LABORATORIO NO. 1
1000;Q050900065;FAC.INGENIERÍA SALA 1
1000;Q050900066;FAC.INGENIERÍA SALA 2
1000;Q050900067;FAC.INGENIERÍA SALA 3
1000;Q050900068;FAC.INGENIERÍAGABINETE.TOPOGRAFÍA 101
1000;Q050900069;FAC.INGENIERÍATUTORIAS.OFI.102.CUB.1
1000;Q050900070;FAC.INGENIERÍATUTORIAS.OFI.102.CUB.2
1000;Q050900071;FAC.INGENIERÍATUTORIAS.OFI.102, CUB.3
1000;Q050900072;FAC.INGENIERÍATUTORIAS.OFI.102, CUB.4
1000;Q050900073;FAC.INGENIERÍATUTORIAS.OFI.102, CUB. 5
1000;Q050900074;FAC.INGENIERÍATUTORIAS.OFI.102, CUB.6
1000;Q050900075;FAC.INGENIERÍA PROYECTO PNUD - MOP
1000;Q050900076;FAC.INGENIERÍAMAEST.ING.TRANSPORTE
1000;Q050900077;FAC.INGENIERÍA AULA 27
1000;Q050900078;FAC.INGENIERÍA AULAS EDIFICIO NUEVO
1000;Q050900079;FAC.INGENIERÍASALA.MAQ-GRUPO ELECTROG
1000;Q050900080;FAC.INGENIERÍA CUBICULO 12
1000;Q050900081;FAC.INGENIERÍA CUBICULO 14
1000;Q050900082;FAC.INGENIERÍA CUBICULO 15
1000;Q050900083;FAC.INGENIERÍA CUBICULO 17
1000;Q050900084;FAC.INGENIERÍA CUBICULO 18
1000;Q050900085;FAC.INGENIERÍA CUBICULO 22
1000;Q050900086;FAC.INGENIERÍA CUBICULO 23
1000;Q050900087;FAC.INGENIERÍA EXTENSION UNIVERSITARIA
1000;Q050900088;FAC.INGENIERÍAMAESTRIA.ING.VIAL.606
1000;Q050900089;FAC.INGENIERÍABODEGA.SUBSU(EDF.NUEVO)
1000;Q050900090;FAC.INGENIERÍA AUDITORIO GENERAL
1000;Q050900091;FAC.INGENIERÍA CUBICULO 2
1000;Q050900092;FAC.INGENIERÍA CUBICULO 13
1000;Q050900093;FAC.INGENIERÍA CUBICULO 16
1000;Q050900094;FAC.INGENIERÍA CUBICULO 19
1000;Q050900095;FAC.INGENIERÍA CUBICULO 20
1000;Q050900096;FAC.INGENIERÍA CUBICULO 21
1000;Q050900097;FAC.INGENIERÍA CONSERJE PB
1000;Q050900098;FAC.INGENIERÍA SALA DE CONSEJO
1000;Q050900099;FAC.INGENIERÍA POSTGRADOS
1000;Q050900100;FAC.INGENIERÍA OFICINA PROF. 1
1000;Q050900101;FAC.INGENIERÍA OFICINA PROF. 2
1000;Q050900102;FAC.INGENIERÍA OFICINA PROF. 3
1000;Q050900103;FAC.INGENIERÍA OFICINA PROF. 4
1000;Q050900104;FAC.INGENIERÍA OFICINA PROF. 5
1000;Q050900105;FAC.INGENIERÍA OFICINA PROF. 6
1000;Q050900106;FAC.INGENIERÍA OFICINA PROF. 7
1000;Q050900107;FAC.INGENIERÍA OFICINA PROF. 8
1000;Q050900108;FAC.INGENIERÍA TERRAZA-PISO 6
1000;Q050900109;FAC.INGENIERÍAMAEST.GER.TECNOL.AULA.601
1000;Q050900110;FAC.INGENIERÍA PARQUEADERO SUBSUELO
1000;Q050900111;FAC.INGENIERÍACUB.PROFESORES-PASILLO
1000;Q050900112;FAC.INGENIERÍA AULAS 502
1000;Q050900113;FAC.INGENIERÍA AULA 308
1000;Q050900114;FAC.INGENIERÍA AULA 701 (NO USAR)
1000;Q050900115;FAC.INGENIERÍA AULAS 311
1000;Q050900116;FAC.INGENIERÍA AULAS 402
1000;Q050900117;FAC.INGENIERÍA AULAS 507
1000;Q050900118;FAC.INGENIERÍA AULA 303
1000;Q050900119;FAC.INGENIERÍA AULA 305
1000;Q050900120;FAC.INGENIERÍA AULA 307
1000;Q050900121;FAC.INGENIERÍA AULA 401
1000;Q050900122;FAC.INGENIERÍA AULA 403
1000;Q050900123;FAC.INGENIERÍA AULA 404
1000;Q050900124;FAC.INGENIERÍA AULA 405
1000;Q050900125;FAC.INGENIERÍA AULA 406
1000;Q050900126;FAC.INGENIERÍA AULA 407
1000;Q050911001;LAB.MAT.CONSTRUCDIR.LABORATORIO SUELOS
1000;Q050911002;LAB.MAT.CONSTRUC SECRETARÍA
1000;Q050911003;LAB.MAT.CONSTRUC SALA DE REUNIONES
1000;Q050911004;LAB.MAT.CONSTRUC SALA DE ESPERA
1000;Q050911005;LAB.MAT.CONSTRUCLAB.RESIST.MATERIALES
1000;Q050911006;LAB.MAT.CONSTRUCLAB.HORMIGONES.CEMENTOS
1000;Q050911007;LAB.MAT.CONSTRUC OFICINA DE AYUDANTES
1000;Q050911008;LAB.MAT.CONSTRUCLAB.HORMIG/CEMENT
1000;Q050911009;LAB.MAT.CONSTRUC CAMARA DE HUMEDAD
1000;Q050911010;LAB.MAT.CONSTRUCOF.SUELOS-TRABAJOS.CAMP
1000;Q050911011;LAB.MAT.CONSTRUCLAB.PAVIMENTOS
1000;Q050911012;LAB.MAT.CONSTRUCOF. RESPONSABLE LP Y LS
1000;Q050911013;LAB.MAT.CONSTRUC OF. DE PAVIMENTOS
1000;Q050911014;LAB.MAT.CONSTRUC LABORATORIO SUELOS
1000;Q050911015;LAB.MAT.CONSTRUCOF.SUELOS.CNTROL.CALID
1000;Q050911016;LAB.MAT.CONSTRUCLAB.SUELO.OF.LABORATOR.
1000;Q050911017;LAB.MAT.CONSTRUCOFI. LAB.MATERIALES
1000;Q050911018;LAB.MAT.CONSTRUC ARCHIVO
1000;Q050911019;LAB.MAT.CONSTRUC BODEGA
1000;Q050911020;LAB.MAT.CONSTRUC BODEGA DE PERFORACIÓN
1000;Q050911021;LAB.MAT.CONSTRUCBODEG.RESIST.MATERIALES
1000;Q050911022;LAB.MAT.CONSTRUC BAÑOS
1000;Q050911023;LAB.MAT.CONSTRUC AULA 20-22
1000;Q050911024;LAB.MAT.CONSTRUC OFICINA DE DOCENCIA 1
1000;Q050911025;LAB.MAT.CONSTRUC PASILLOS Y HALLS
1000;Q050911026;LAB.MAT.CONSTRUCOF. RESPONSABLE RM Y HC
1000;Q050911027;LAB.MAT.CONSTRUCLAB.RESIS.MATERIAL
1000;Q050911028;LAB.MAT.CONSTRUCOFI.PROF(ING.MERINO)
1000;Q050911029;LAB.MAT.CONSTRUC BODEGA DEL GENERADOR
1000;Q050911030;LAB.MAT.CONSTRUC PROY. MOP - PUCE
1000;Q050911031;LAB.MAT.CONSTRUCPROY. YURALPA - U RAZUL
1000;Q050911032;LAB.MAT.CONSTRUC AULA 019
1000;Q050911033;LAB.MAT.CONSTRUC EMBAJADA AMERICANA
1000;Q050911034;LAB.MAT.CONSTRUCLAB.RSIST.MAT-CUB.ENSAY
1000;Q050911035;LAB.MAT.CONSTRUC LAB.HORMIGON/CEMENT.
1000;Q050911036;LAB.MAT.CONSTRUC CUARTO MAQUINAS RM
1000;Q050911037;LAB.MAT.CONSTRUC LAB.SUELOS-CUB.MAQ
1000;Q050911038;LAB.MAT.CONSTRUC OF.DOCENCIA 2
1000;Q050911039;LAB.MAT.CONSTRUCOF. CAPACIT-PTLOGIA
1000;Q050911040;LAB.MAT.CONSTRUCOF.PROF.ING. RODRIGUEZ
1000;Q050911041;LAB.MAT.CONSTRUC OF. NUEVO AEROPUERTO
1000;Q050911042;LAB.MAT.CONSTRUC TESIS 1
1000;Q050911043;LAB.MAT.CONSTRUC TESIS 2
1000;Q050911044;LAB.MAT.CONSTRUC OF. DE CONSULTORIA
1000;Q050911045;LAB.MAT.CONSTRUC OF. DE INVESTIGACION
1000;Q050911046;LAB.MAT.CONSTRUC PROYECTO BICENTENARIO
1000;Q050911047;LAB.MAT.CONSTRUC LABORATORIO ASFALTOS
